Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2015;10;Parks & Recreation;7; PS 152 and PS 178 Playground Partnership;A collaboration for two schools as well as the rest of the community. With only one severely outdated play structure currently in place, this upgrade is needed for the safety of our children!;Hillside Ave. and Ellwood St. ;389;0;600,000;0;1;;;; ;;;;
2015;10;Parks & Recreation;12; Highbridge Park Anti-Dumping Fencing;Combat illegal dumping, and preserve the forest interior at Highbridge Park with fencing to protect problem areas. Preserve this beautiful natural resource for a new generation of park users.;Ft. George Hill to 191st St. ;388;0;100,000;0;1;;;; ;;;;
2015;10;Parks & Recreation;11; Audubon Playground Upgrade;This space is used by PS 128, Castle Bridge, and many community members. Re-fencing and pee-wee hoops will update this playground to increase activity & safety for our Washington Heights youth!;Audubon Ave. b/w 169th & 170th ;326;0;155,000;0;1;;;; ;;;;
2015;10;Parks & Recreation;2; Inwood Hill Chessboards;These chessboards are necessary to establish an adult chess community near the Emerson Playground. Support the adult members of the community by providing them a safe, permanent place to play chess.;Near Emerson Playground ;297;0;250,000;0;1;;;; ;;;;
2015;10;Schools;8; PS 218/MS 322/MS 293 Auditorium Upgrade;An auditorium is shared by these schools, and currently relies on outdated technology. The upgrade will enhance all events held within the school and encourage further utilization of the space.;4600 Broadway at 196th Street ;273;0;100,000;0;1;40.86079;-73.930672;10040;12;285;1076756;1021720016;Washington Heights North                                                   
2015;10;Schools;10; JHS 143 Recording Studio;JHS 143 Recording Studio would musically enrich the general and special education students, providing them with the necessary steps to establish a foundation for an influential musical career.;515 West 182nd St. ;267;0;300,000;0;1;40.848955;-73.931053;10033;12;269;1063703;1021550035;Washington Heights North                                                   
2015;11;Schools;2; MS/HS 141 School Auditorium Renovation;Upgrade 55 year old auditorium used by 1,400 students and several other community organizations. Installation of new stage drapes and replacement of wooden seats in disrepair.;660 W. 237th St. (Riverdale);659;1;375,000;0;2;40.888338;-73.913486;10463;8;309;2085870;2059180376;North Riverdale-Fieldston-Riverdale                                        
2015;11;Streets and Transportation;7; Bus Countdown Clocks;Commuters wait for long lengths of time without knowing when the next bus will arrive. Bus countdown clocks will alert riders as to how many stops away the next bus is.;Bx1, Bx10, Bx16, Bx26, Bx34 (Throughout District 11);591;1;120,000;0;2;;;; ;;;;
2015;11;Schools;4; P.S. 24 Technology Expansion;Purchase of two computer carts consisting of 36 laptop units each. Computer technology is necessary to address current curriculum and prepare students for future subject matter and college readiness.;600 W. 236th St. (Riverdale);501;1;70,000;0;2;;;; ;;;;
2015;11;Parks & Recreation;6; Spuyen Duyvil Playground Renovation;Reconstruct existing wading pool as an accessible spray shower and install new pavement, fencing, seating, planting and utilities.;Douglas Ave. and West 235th St (Riverdale);412;1;400,000;0;2;;;; ;;;;
2015;11;Culture and Community Facilities;9; Van Cortlandt Library Roof Replacement;The current roof is outdated and causes leaks in the library. A new roof will prevent additional water damage to the facility.;3874 Sedgwick Ave. (Van Cortlandt Village);404;1;300,000;0;2;40.883008;-73.894228;10463;8;409;2015233;2032460074;Van Cortlandt Village                                                      
2015;11;Culture and Community Facilities;10; Mosholu Library Window Replacement;New windows and frames for the library will help insulate the facility during the summer and winter months and protect from potential water damage.;285 E. 205th St. (Norwood);389;1;300,000;0;2;40.874207;-73.878343;10467;7;423;2018123;2033410076;Norwood                                                                    
2015;11;Schools;1; P.S. 8 Auditorium Renovation;Replace outdated seating in auditorium, which is almost 60 years old. Performances and community meetings are held in the auditorium throughout the year.;3010 Briggs Ave. (Bedford Park);366;1;450,000;0;2;40.872612;-73.883574;10458;7;415;2094734;2032990060;Bedford Park-Fordham North                                                 
2015;11;Schools;3; P.S. 7 Cafeteria Upgrade;Install a roof air conditioning unit to cafeteria. There is only one wall of outside windows which does not allow for cross ventilation and is not usable when temperature is above 80 degrees.;3201 Kingsbridge Ave. (Kingsbridge);404;0;200,000;0;2;40.881066;-73.905366;10463;8;287;2083564;2057560195;Spuyten Duyvil-Kingsbridge                                                 
2015;11;Culture and Community Facilities;8; Replace HVAC Unit at Spuyten Duyvil Library;The current HVAC system is outdated and the library serves as a cooling center during the summer months. The new system would include a roof unit, compressor, air handling units and ejector pumps.;650 W. 235th St. (Riverdale);364;0;550,000;0;2;40.886494;-73.914631;10463;8;309;2085867;2059150070;North Riverdale-Fieldston-Riverdale                                        
2015;11;Parks & Recreation;5; Wakefield Playground Renovation;Reconstruct park with new spray shower, play equipment, swings, seating, fencing and planting. The current playground is outdated and cannot be enjoyed by the community.;Matilda Ave. and E. 239th St. (Wakefield);290;0;400,000;0;2;;;; ;;;;
2015;11;Culture and Community Facilities;11; Replace HVAC Unit at Riverdale Library;The current HVAC system is outdated and the library serves as a cooling center during the summer months. The new system would include a roof unit, compressor, air handling units and ejector pumps.;5540 Mosholu Ave. (Riverdale);283;0;550,000;0;2;40.903198;-73.903605;10471;8;337;2084790;2058481729;North Riverdale-Fieldston-Riverdale                                        
2015;15;Schools;5; Security Cameras for Public Schools;Install security camera systems on the exteriors of KAPPA III and M.S. 391. This would allow staff to monitor the exterior of each school.; ;1,352;1;80,000;0;2;;;; ;;;;
2015;15;Parks & Recreation;7; Bronx Park Improvements;Renovations and enhancements throughout Bronx Park, north of Pelham Parkway.; (Bronx Park East);1,323;1;450,000;0;2;;;; ;;;;
2015;15;Public Safety;6; NYPD Security Cameras;Place 9 New York City Police Department Security cameras throughout District 15. Security cameras provide video feeds directly to local police precincts.; (Throughout District 15);1,288;1;315,000;0;2;;;; ;;;;
2015;15;Schools;4; Air Conditioning for Public Schools;Install air conditioning units at several public schools in District 15, including: P.S. 28, P.S. 32, and P.S. 9. These units would keep classrooms cool in the warmer months.; ;1,236;1;145,000;0;2;;;; ;;;;
2015;15;Streets and Transportation;13; Bus Countdown Clocks;Install displays at 4 bus stops, which will provide a countdown clock for the arrival of MTA buses.;Transportation Hubs ;935;1;80,000;0;2;;;; ;;;;
2015;15;Culture and Community Facilities;12; Mobile Animal Emergency Unit;Purchase a truck to house a Mobile Animal Emergency Unit. This Unit would provide the only overnight emergency animal care in the Bronx, and could be moved throughout District 15.; (Throughout District 15);753;0;150,000;0;2;;;; ;;;;
2015;15;Parks & Recreation;9; Slattery Playground - Courts and Bathrooms;Renovate the basketball courts and bathrooms in Slattery Playground.;E. 183rd Street (Fordham);722;0;300,000;0;2;;;; ;;;;
2015;15;Culture and Community Facilities;1; Belmont Library - Disability Accessible Bathrooms;Renovate Bathrooms at the Belmont Library to make them accessible to handicap visitors.;610 E. 186th St. (Belmont);628;0;500,000;0;2;40.854531;-73.887785;10458;6;391;2012129;2030730020;Belmont                                                                    
2015;15;Parks & Recreation;10; Tree Guards;Construct Tree Guards throughout District 15. Tree Guards protect trees on city sidewalks from damage and prevent pet waste from entering the tree pit.; (Throughout District 15);575;0;35,000;0;2;;;; ;;;;
2015;15;Culture and Community Facilities;3; Tremont Library - HVAC Units;Install 4 HVAC (Heating, Ventilation, and Air Conditioning) units in the Tremont Library. Would provide centralized heating and cooling in the Library.;1866 Washington Ave. (Tremont);525;0;400,000;0;2;40.846227;-73.89849;10457;6;395;2009573;2029180001;Claremont-Bathgate                                                         
2015;15;Culture and Community Facilities;2; Grand Concourse Library - Roof Replacement;Replace the roof of the Grand Concourse Library. The roof currently leaks and needs to be replaced.;155 E. 173rd St. (Mount Eden);514;0;400,000;0;2;40.843824;-73.910179;10457;4;22,703;2007870;2028240034;Mount Hope                                                                 
2015;15;Parks & Recreation;8; Echo Park - Dog Park;Construct a dog park in Richman (Echo) Park. This would create a fenced-in area for dogs to exercise unleashed.;Valentine Avenue (East Tremont);357;0;450,000;0;2;;;; ;;;;
2015;15;Parks & Recreation;11; Van Nest Flag Pole;Place a flag pole with the American flag in the southernmost section of Van Nest Park.;White Plains Rd & Unionport Rd (Van Nest);356;0;50,000;0;2;;;; ;;;;
2015;19;Schools;1; Bayside High School Music Studio;"Project will create a state-of-the-art music studio for Bayside High School, which currently has 350 students in the ""Career and Technical Education"" music production and performance program.";32-24 Corporal Kennedy St. (Bayside);1,430;1;400,000;0;4;40.771755;-73.780296;11361;11;1,097;4134578;4060440001;Bayside-Bayside Hills                                                      
2015;19;Schools;2; P.S. 169 Auditorium Upgrade;Project would replace lighting, curtains, sound system and seating in the P.S. 169 auditorium, which is shared with Bell Academy. Uses include after school, summer and community programs.;18-25 212th St. (Bay Terrace);1,041;1;400,000;0;4;40.782298;-73.779099;11360;7;99,704;4131147;4058650050;Ft. Totten-Bay Terrace-Clearview                                           
2015;19;Schools;3; P.S. 159 Technology Upgrade;Project would allow P.S. 159 to acquire smart boards for classrooms and laptops for school community use. This upgrade will help enhance instruction and allow students greater learning opportunities.;205-01 33rd Ave. (Bayside);934;1;90,000;0;4;40.76936;-73.783943;11361;11;1,099;4134525;4060380013;Bayside-Bayside Hills                                                      
2015;19;Public Safety;5; NYPD Security Cameras;Project would fund NYPD security cameras in District 19. These security cameras would enhance crime prevention, provide a sense of security in public areas and establish surveillance in remote areas.;District 19 (At NYPD discretion);880;1;105,000;0;4;;;; ;;;;
2015;19;Parks & Recreation;6; Pathway Lighting at Little Bay Park;Project would install pathway lighting along the pedestrian path in Little Bay Park. Lighting along the path is crucial to the security and safety of the many people who utilize the park.;Little Bay Park (Bayside/Whitestone);880;0;375,000;0;4;;;; ;;;;
